href,video,gloss,grammar-category,category
/es.es/word/1908/guarderia/0/?q=guarder%C3%ADa,https://media.spreadthesign.com/video/mp4/5/18974.mp4,guardería,nombre,pedagogia
/es.es/word/1970/guarderia/0/?q=guarder%C3%ADa,https://media.spreadthesign.com/video/mp4/5/19585.mp4,guardería,nombre,pedagogia
/es.es/word/1971/escuela-infantil/0/?q=escuela+infantil,https://media.spreadthesign.com/video/mp4/5/19589.mp4,escuela infantil,nombre,pedagogia
/es.es/word/19408/titulo-universitario/0/?q=t%C3%ADtulo+universitario,https://media.spreadthesign.com/video/mp4/5/298743.mp4,título universitario,nombre,pedagogia
/es.es/word/1947/trabajo-individual/0/?q=trabajo+individual,https://media.spreadthesign.com/video/mp4/5/19355.mp4,trabajo individual,nombre,pedagogia
/es.es/word/19446/aprendizaje-autonomo/0/?q=aprendizaje+aut%C3%B3nomo,https://media.spreadthesign.com/video/mp4/5/277001.mp4,aprendizaje autónomo,nombre,pedagogia
/es.es/word/19418/grupo-de-edad/0/?q=grupo+de+edad,https://media.spreadthesign.com/video/mp4/5/330812.mp4,grupo de edad,nombre,pedagogia
/es.es/word/1910/desarrollo/0/?q=desarrollo,https://media.spreadthesign.com/video/mp4/5/18992.mp4,desarrollo,nombre,pedagogia
/es.es/word/1918/metodo-educativo/0/?q=m%C3%A9todo+educativo,https://media.spreadthesign.com/video/mp4/5/19074.mp4,método educativo,nombre,pedagogia
/es.es/word/1917/juego-educativo/0/?q=juego+educativo,https://media.spreadthesign.com/video/mp4/5/19059.mp4,juego educativo,nombre,pedagogia
/es.es/word/1916/educacion/0/?q=educaci%C3%B3n,https://media.spreadthesign.com/video/mp4/5/19049.mp4,educación,nombre,pedagogia
/es.es/word/1985/educacion-fisica/0/?q=educaci%C3%B3n+f%C3%ADsica,https://media.spreadthesign.com/video/mp4/5/19721.mp4,educación física,nombre,pedagogia
/es.es/word/1982/par/0/?q=par,https://media.spreadthesign.com/video/mp4/5/19700.mp4,par,nombre,pedagogia
/es.es/word/19811/entorno-de-aprendizaje/0/?q=entorno+de+aprendizaje,https://media.spreadthesign.com/video/mp4/5/271317.mp4,entorno de aprendizaje,nombre,pedagogia
/es.es/word/19830/memorizacion/0/?q=memorizaci%C3%B3n,https://media.spreadthesign.com/video/mp4/5/281351.mp4,memorización,nombre,pedagogia
/es.es/word/19545/aprendizaje-a-distancia/0/?q=aprendizaje+a+distancia,https://media.spreadthesign.com/video/mp4/5/475157.mp4,aprendizaje a distancia,nombre,pedagogia
/es.es/word/19583/ensenanza-a-distancia/0/?q=ense%C3%B1anza+a+distancia,https://media.spreadthesign.com/video/mp4/5/271312.mp4,enseñanza a distancia,nombre,pedagogia
/es.es/word/19220/programa-de-formacion/0/?q=programa+de+formaci%C3%B3n,https://media.spreadthesign.com/video/mp4/5/284709.mp4,programa de formación,nombre,pedagogia
/es.es/word/19231/absentismo-escolar/0/?q=absentismo+escolar,https://media.spreadthesign.com/video/mp4/5/276063.mp4,absentismo escolar,nombre,pedagogia
/es.es/word/1990/cuarto-de-juegos/0/?q=cuarto+de+juegos,https://media.spreadthesign.com/video/mp4/5/19778.mp4,cuarto de juegos,nombre,pedagogia
/es.es/word/19916/alumno-de-preescolar/0/?q=alumno+de+preescolar,https://media.spreadthesign.com/video/mp4/5/299337.mp4,alumno de preescolar,nombre,pedagogia
/es.es/word/1998/juego-de-preguntas/0/?q=juego+de+preguntas,https://media.spreadthesign.com/video/mp4/5/19853.mp4,juego de preguntas,nombre,pedagogia
/es.es/word/1934/actividad-libre/0/?q=actividad+libre,https://media.spreadthesign.com/video/mp4/5/19229.mp4,actividad libre,nombre,pedagogia
/es.es/word/19308/educacion-waldorf/0/?q=Educaci%C3%B3n+Waldorf,https://media.spreadthesign.com/video/mp4/5/299326.mp4,Educación Waldorf,nombre,pedagogia
/es.es/word/1600/examen/0/?q=examen,https://media.spreadthesign.com/video/mp4/5/15896.mp4,examen,nombre,pedagogia
/es.es/word/1604/vacaciones/0/?q=vacaciones,https://media.spreadthesign.com/video/mp4/5/15935.mp4,vacaciones,nombre,pedagogia
/es.es/word/16460/reconocimiento-y-uso-de-lengua-de-signos/0/?q=reconocimiento+y+uso+de+lengua+de+signos,https://media.spreadthesign.com/video/mp4/5/287959.mp4,reconocimiento y uso de lengua de signos,nombre,pedagogia
/es.es/word/16737/expresion-escrita/0/?q=expresi%C3%B3n+escrita,https://media.spreadthesign.com/video/mp4/5/272060.mp4,expresión escrita,nombre,pedagogia
/es.es/word/1309/papel/0/?q=papel,https://media.spreadthesign.com/video/mp4/5/12948.mp4,papel,nombre,pedagogia
/es.es/word/1305/colegio/0/?q=colegio,https://media.spreadthesign.com/video/mp4/5/12908.mp4,colegio,nombre,pedagogia
/es.es/word/1308/sacapuntas/0/?q=sacapuntas,https://media.spreadthesign.com/video/mp4/5/12937.mp4,sacapuntas,nombre,pedagogia
/es.es/word/13025/vicerrector/0/?q=vicerrector,https://media.spreadthesign.com/video/mp4/5/298786.mp4,vicerrector,nombre,pedagogia
/es.es/word/13018/examen-sin-posibilidad-de-consulta/0/?q=examen+sin+posibilidad+de+consulta,https://media.spreadthesign.com/video/mp4/5/263102.mp4,examen sin posibilidad de consulta,nombre,pedagogia
/es.es/word/13016/grupo-de-estudiantes-con-un-mismo-tutor/0/?q=grupo+de+estudiantes+con+un+mismo+tutor,https://media.spreadthesign.com/video/mp4/5/272158.mp4,grupo de estudiantes con un mismo tutor,nombre,pedagogia
/es.es/word/1306/boligrafo/0/?q=bol%C3%ADgrafo,https://media.spreadthesign.com/video/mp4/5/12918.mp4,bolígrafo,nombre,pedagogia
/es.es/word/13753/comunicacion-escrita/0/?q=comunicaci%C3%B3n+escrita,https://media.spreadthesign.com/video/mp4/5/278625.mp4,comunicación escrita,nombre,pedagogia
/es.es/word/13792/ciencias-aplicadas/0/?q=ciencias+aplicadas,https://media.spreadthesign.com/video/mp4/5/278486.mp4,ciencias aplicadas,nombre,pedagogia
/es.es/word/13442/examen-de-clase/0/?q=examen+de+clase,https://media.spreadthesign.com/video/mp4/5/263099.mp4,examen de clase,nombre,pedagogia
/es.es/word/13443/evaluacion-durante-el-curso/0/?q=evaluaci%C3%B3n+durante+el+curso,https://media.spreadthesign.com/video/mp4/5/263090.mp4,evaluación durante el curso,nombre,pedagogia
/es.es/word/13468/apoyo-al-aprendizaje/0/?q=apoyo+al+aprendizaje,https://media.spreadthesign.com/video/mp4/5/276995.mp4,apoyo al aprendizaje,nombre,pedagogia
/es.es/word/13466/aprendizaje-y-ensenanza/0/?q=aprendizaje+y+ense%C3%B1anza,https://media.spreadthesign.com/video/mp4/5/277008.mp4,aprendizaje y enseñanza,nombre,pedagogia
/es.es/word/13467/centro-educativo/0/?q=centro+educativo,https://media.spreadthesign.com/video/mp4/5/278453.mp4,centro educativo,nombre,pedagogia
/es.es/word/13470/programa-de-conferencias/0/?q=programa+de+conferencias,https://media.spreadthesign.com/video/mp4/5/192882.mp4,programa de conferencias,nombre,pedagogia
/es.es/word/1310/carpeta/0/?q=carpeta,https://media.spreadthesign.com/video/mp4/5/12957.mp4,carpeta,nombre,pedagogia
/es.es/word/1315/alumno-a/0/?q=alumno%2Fa,https://media.spreadthesign.com/video/mp4/5/13008.mp4,alumno/a,nombre,pedagogia
/es.es/word/1312/grapadora/0/?q=grapadora,https://media.spreadthesign.com/video/mp4/5/12980.mp4,grapadora,nombre,pedagogia
/es.es/word/1311/clip/0/?q=clip,https://media.spreadthesign.com/video/mp4/5/12970.mp4,clip,nombre,pedagogia
/es.es/word/13810/tecnicas-de-observacion/0/?q=t%C3%A9cnicas+de+observaci%C3%B3n,https://media.spreadthesign.com/video/mp4/5/298737.mp4,técnicas de observación,nombre,pedagogia
/es.es/word/1386/pasillo/0/?q=pasillo,https://media.spreadthesign.com/video/mp4/5/13722.mp4,pasillo,nombre,pedagogia
/es.es/word/13830/concepto-clave/0/?q=concepto+clave,https://media.spreadthesign.com/video/mp4/5/475660.mp4,concepto clave,nombre,pedagogia
/es.es/word/13833/aprendizaje-basado-en-aspectos-del-trabajo/0/?q=aprendizaje+basado+en+aspectos+del+trabajo,https://media.spreadthesign.com/video/mp4/5/277002.mp4,aprendizaje basado en aspectos del trabajo,nombre,pedagogia
/es.es/word/13580/semana-de-la-lectura/0/?q=semana+de+la+lectura,https://media.spreadthesign.com/video/mp4/5/288096.mp4,semana de la lectura,nombre,pedagogia
/es.es/word/13541/examen-parcial/0/?q=examen+parcial,https://media.spreadthesign.com/video/mp4/5/236500.mp4,examen parcial,nombre,pedagogia
/es.es/word/13515/preguntas-tipo-test/0/?q=preguntas+tipo+test,https://media.spreadthesign.com/video/mp4/5/190947.mp4,preguntas tipo test,nombre,pedagogia
/es.es/word/13565/aprendizaje-basado-en-problemas/0/?q=aprendizaje+basado+en+problemas,https://media.spreadthesign.com/video/mp4/5/277003.mp4,aprendizaje basado en problemas,nombre,pedagogia
/es.es/word/13200/proposito/0/?q=prop%C3%B3sito,https://media.spreadthesign.com/video/mp4/5/192943.mp4,propósito,nombre,pedagogia
/es.es/word/13208/tecnologia-aplicada/0/?q=tecnolog%C3%ADa+aplicada,https://media.spreadthesign.com/video/mp4/5/179544.mp4,tecnología aplicada,nombre,pedagogia
/es.es/word/1325/escrito/0/?q=escrito,https://media.spreadthesign.com/video/mp4/5/13111.mp4,escrito,nombre,pedagogia
/es.es/word/1324/lectura/0/?q=lectura,https://media.spreadthesign.com/video/mp4/5/13098.mp4,lectura,nombre,pedagogia
/es.es/word/1321/cuidador-infantil/0/?q=cuidador+infantil,https://media.spreadthesign.com/video/mp4/5/13069.mp4,cuidador infantil,nombre,pedagogia
/es.es/word/13904/carta-informal/0/?q=carta+informal,https://media.spreadthesign.com/video/mp4/5/275351.mp4,carta informal,nombre,pedagogia
/es.es/word/13901/carta-formal/0/?q=carta+formal,https://media.spreadthesign.com/video/mp4/5/275348.mp4,carta formal,nombre,pedagogia
/es.es/word/13914/educacion-de-adultos/0/?q=educaci%C3%B3n+de+adultos,https://media.spreadthesign.com/video/mp4/5/270851.mp4,educación de adultos,nombre,pedagogia
/es.es/word/13917/prueba-de-selectividad/0/?q=prueba+de+selectividad,https://media.spreadthesign.com/video/mp4/5/192967.mp4,prueba de selectividad,nombre,pedagogia
/es.es/word/13371/aprendizaje-practico/0/?q=aprendizaje+pr%C3%A1ctico,https://media.spreadthesign.com/video/mp4/5/439630.mp4,aprendizaje práctico,nombre,pedagogia
/es.es/word/8059/investigador/0/?q=investigador,https://media.spreadthesign.com/video/mp4/5/154107.mp4,investigador,nombre,pedagogia
/es.es/word/8026/filosofia/0/?q=filosof%C3%ADa,https://media.spreadthesign.com/video/mp4/5/175860.mp4,filosofía,nombre,pedagogia
/es.es/word/8018/captar-la-idea/0/?q=captar+la+idea,https://media.spreadthesign.com/video/mp4/5/235857.mp4,captar la idea,verbo,pedagogia
/es.es/word/8060/investigacion/0/?q=investigaci%C3%B3n,https://media.spreadthesign.com/video/mp4/5/209294.mp4,investigación,nombre,pedagogia
/es.es/word/8062/formacion-continua/0/?q=formaci%C3%B3n+continua,https://media.spreadthesign.com/video/mp4/5/330756.mp4,formación continua,verbo,pedagogia
/es.es/word/8704/subdirector/0/?q=subdirector,https://media.spreadthesign.com/video/mp4/5/127849.mp4,subdirector,nombre,pedagogia
/es.es/word/8705/bloque-de-asignaturas/0/?q=bloque+de+asignaturas,https://media.spreadthesign.com/video/mp4/5/148946.mp4,bloque de asignaturas,nombre,pedagogia
/es.es/word/8770/conocimiento-basico/0/?q=conocimiento+b%C3%A1sico,https://media.spreadthesign.com/video/mp4/5/151031.mp4,conocimiento básico,nombre,pedagogia
/es.es/word/8775/nivel-basico/0/?q=nivel+b%C3%A1sico,https://media.spreadthesign.com/video/mp4/5/130222.mp4,nivel básico,nombre,pedagogia
/es.es/word/8772/curso-basico/0/?q=curso+b%C3%A1sico,https://media.spreadthesign.com/video/mp4/5/151758.mp4,curso básico,nombre,pedagogia
/es.es/word/8774/formacion-profesional-basica/0/?q=formaci%C3%B3n+profesional+b%C3%A1sica,https://media.spreadthesign.com/video/mp4/5/175756.mp4,formación profesional básica,nombre,pedagogia
/es.es/word/8771/requisitos-generales-de-admision/0/?q=requisitos+generales+de+admisi%C3%B3n,https://media.spreadthesign.com/video/mp4/5/127842.mp4,requisitos generales de admisión,nombre,pedagogia
/es.es/word/8773/educacion-basica-para-adultos/0/?q=educaci%C3%B3n+b%C3%A1sica+para+adultos,https://media.spreadthesign.com/video/mp4/5/330834.mp4,educación básica para adultos,nombre,pedagogia
/es.es/word/8740/local-de-ocio-y-tiempo-libre/0/?q=local+de+ocio+y+tiempo+libre,https://media.spreadthesign.com/video/mp4/5/130255.mp4,local de ocio y tiempo libre,nombre,pedagogia
/es.es/word/8745/curso-optativo/0/?q=curso+optativo,https://media.spreadthesign.com/video/mp4/5/124644.mp4,curso optativo,nombre,pedagogia
/es.es/word/8747/idioma-extranjero/0/?q=idioma+extranjero,https://media.spreadthesign.com/video/mp4/5/130226.mp4,idioma extranjero,nombre,pedagogia
/es.es/word/8741/coordinador-de-tiempo-libre/0/?q=coordinador+de+tiempo+libre,https://media.spreadthesign.com/video/mp4/5/124635.mp4,coordinador de tiempo libre,nombre,pedagogia
/es.es/word/8749/educacion-completada/0/?q=educaci%C3%B3n+completada,https://media.spreadthesign.com/video/mp4/5/151743.mp4,educación completada,nombre,pedagogia
/es.es/word/8746/escolaridad-no-obligatoria/0/?q=escolaridad+no+obligatoria,https://media.spreadthesign.com/video/mp4/5/330900.mp4,escolaridad no obligatoria,nombre,pedagogia
/es.es/word/8716/asistencia-a-tiempo-parcial/0/?q=asistencia+a+tiempo+parcial,https://media.spreadthesign.com/video/mp4/5/124800.mp4,asistencia a tiempo parcial,nombre,pedagogia
/es.es/word/8712/ensenanza-asistida-por-ordenador/0/?q=ense%C3%B1anza+asistida+por+ordenador,https://media.spreadthesign.com/video/mp4/5/127816.mp4,enseñanza asistida por ordenador,nombre,pedagogia
/es.es/word/8788/formacion-en-el-empleo-para-maestros/0/?q=formaci%C3%B3n+en+el+empleo+para+maestros,https://media.spreadthesign.com/video/mp4/5/175754.mp4,formación en el empleo para maestros,nombre,pedagogia
/es.es/word/8784/competencias-para-la-vida-diaria/0/?q=competencias+para+la+vida+diaria,https://media.spreadthesign.com/video/mp4/5/130250.mp4,competencias para la vida diaria,nombre,pedagogia
/es.es/word/8789/carrera-de-magisterio/0/?q=carrera+de+magisterio,https://media.spreadthesign.com/video/mp4/5/151133.mp4,carrera de magisterio,nombre,pedagogia
/es.es/word/8786/aprendizaje-a-lo-largo-de-toda-la-vida/0/?q=aprendizaje+a+lo+largo+de+toda+la+vida,https://media.spreadthesign.com/video/mp4/5/124794.mp4,aprendizaje a lo largo de toda la vida,nombre,pedagogia
/es.es/word/8781/horas-de-clase/0/?q=horas+de+clase,https://media.spreadthesign.com/video/mp4/5/130241.mp4,horas de clase,nombre,pedagogia
/es.es/word/8750/curso-formativo-completo/0/?q=curso+formativo+completo,https://media.spreadthesign.com/video/mp4/5/151065.mp4,curso formativo completo,nombre,pedagogia
/es.es/word/8757/influencia-paterna/0/?q=influencia+paterna,https://media.spreadthesign.com/video/mp4/5/130248.mp4,influencia paterna,nombre,pedagogia
/es.es/word/8754/curso-preparatorio/0/?q=curso+preparatorio,https://media.spreadthesign.com/video/mp4/5/124650.mp4,curso preparatorio,nombre,pedagogia
/es.es/word/8751/programa-completo/0/?q=programa+completo,https://media.spreadthesign.com/video/mp4/5/209212.mp4,programa completo,nombre,pedagogia
/es.es/word/8758/reunion-de-padres-y-profesores/0/?q=reuni%C3%B3n+de+padres+y+profesores,https://media.spreadthesign.com/video/mp4/5/127844.mp4,reunión de padres y profesores,nombre,pedagogia
/es.es/word/8755/indicadores-de-nivel-educativo/0/?q=indicadores+de+nivel+educativo,https://media.spreadthesign.com/video/mp4/5/175675.mp4,indicadores de nivel educativo,nombre,pedagogia
/es.es/word/8759/cooperacion-parental/0/?q=cooperaci%C3%B3n+parental,https://media.spreadthesign.com/video/mp4/5/124629.mp4,cooperación parental,nombre,pedagogia
/es.es/word/8756/asociacion-de-padres-y-madres/0/?q=asociaci%C3%B3n+de+padres+y+madres,https://media.spreadthesign.com/video/mp4/5/124805.mp4,asociación de padres y madres,nombre,pedagogia
/es.es/word/8720/didactica/0/?q=did%C3%A1ctica,https://media.spreadthesign.com/video/mp4/5/148140.mp4,didáctica,adjetivo,pedagogia
/es.es/word/8725/estudios-superiores/0/?q=estudios+superiores,https://media.spreadthesign.com/video/mp4/5/130238.mp4,estudios superiores,adjetivo,pedagogia
/es.es/word/8722/escolarizacion-en-circunstancias-especiales/0/?q=escolarizaci%C3%B3n+en+circunstancias+especiales,https://media.spreadthesign.com/video/mp4/5/276020.mp4,escolarización en circunstancias especiales,nombre,pedagogia
/es.es/word/8727/sin-evaluar/0/?q=sin+evaluar,https://media.spreadthesign.com/video/mp4/5/127845.mp4,sin evaluar,adjetivo,pedagogia
/es.es/word/8729/plan-de-estudios/0/?q=plan+de+estudios,https://media.spreadthesign.com/video/mp4/5/130253.mp4,plan de estudios,nombre,pedagogia
/es.es/word/8726/educacion-postsecundaria/0/?q=educaci%C3%B3n+postsecundaria,https://media.spreadthesign.com/video/mp4/5/475772.mp4,educación postsecundaria,nombre,pedagogia
/es.es/word/8723/educacion-a-distancia/0/?q=educaci%C3%B3n+a+distancia,https://media.spreadthesign.com/video/mp4/5/127805.mp4,educación a distancia,nombre,pedagogia
/es.es/word/8795/dificultades-en-lectoescritura/0/?q=dificultades+en+lectoescritura,https://media.spreadthesign.com/video/mp4/5/152618.mp4,dificultades en lectoescritura,nombre,pedagogia
/es.es/word/8792/material-didactico/0/?q=material+did%C3%A1ctico,https://media.spreadthesign.com/video/mp4/5/154168.mp4,material didáctico,nombre,pedagogia
/es.es/word/8794/curriculum-para-estudiantes-con-perdida-de-audicion/0/?q=curriculum+para+estudiantes+con+p%C3%A9rdida+de+audici%C3%B3n,https://media.spreadthesign.com/video/mp4/5/124641.mp4,curriculum para estudiantes con pérdida de audición,nombre,pedagogia
/es.es/word/8796/ano-academico/0/?q=a%C3%B1o+acad%C3%A9mico,https://media.spreadthesign.com/video/mp4/5/124793.mp4,año académico,nombre,pedagogia
/es.es/word/8793/curriculum/0/?q=curriculum,https://media.spreadthesign.com/video/mp4/5/124639.mp4,curriculum,nombre,pedagogia
/es.es/word/8760/horas-minimas-de-aprendizaje/0/?q=horas+m%C3%ADnimas+de+aprendizaje,https://media.spreadthesign.com/video/mp4/5/151746.mp4,horas mínimas de aprendizaje,nombre,pedagogia
/es.es/word/8768/nota-minima-para-aprobar/0/?q=nota+m%C3%ADnima+para+aprobar,https://media.spreadthesign.com/video/mp4/5/127829.mp4,nota mínima para aprobar,nombre,pedagogia
/es.es/word/8762/clase-conjunta/0/?q=clase+conjunta,https://media.spreadthesign.com/video/mp4/5/151751.mp4,clase conjunta,nombre,pedagogia
/es.es/word/8766/nota-media/0/?q=nota+media,https://media.spreadthesign.com/video/mp4/5/127828.mp4,nota media,nombre,pedagogia
/es.es/word/8738/centro-de-recreo-y-ocio-para-ninos/0/?q=centro+de+recreo+y+ocio+para+ni%C3%B1os,https://media.spreadthesign.com/video/mp4/5/127792.mp4,centro de recreo y ocio para niños,nombre,pedagogia
/es.es/word/8730/eleccion-del-alumno/0/?q=elecci%C3%B3n+del+alumno,https://media.spreadthesign.com/video/mp4/5/235827.mp4,elección del alumno,nombre,pedagogia
/es.es/word/8732/evaluacion-continua/0/?q=evaluaci%C3%B3n+cont%C3%ADnua,https://media.spreadthesign.com/video/mp4/5/127819.mp4,evaluación contínua,nombre,pedagogia
/es.es/word/8737/monitores-de-actividades-de-ocio-y-tiempo-libre/0/?q=monitores+de+actividades+de+ocio+y+tiempo+libre,https://media.spreadthesign.com/video/mp4/5/180049.mp4,monitores de actividades de ocio y tiempo libre,nombre,pedagogia
/es.es/word/8734/colegio-privado/0/?q=colegio+privado,https://media.spreadthesign.com/video/mp4/5/127793.mp4,colegio privado,nombre,pedagogia
/es.es/word/8739/coordinador-de-ocio-y-tiempo-libre-para-jovenes/0/?q=coordinador+de+ocio+y+tiempo+libre+para+j%C3%B3venes,https://media.spreadthesign.com/video/mp4/5/124634.mp4,coordinador de ocio y tiempo libre para jóvenes,nombre,pedagogia
/es.es/word/8731/curso-con-evaluacion-continua/0/?q=curso+con+evaluaci%C3%B3n+continua,https://media.spreadthesign.com/video/mp4/5/299332.mp4,curso con evaluación continua,nombre,pedagogia
/es.es/word/8470/educacion-superior/0/?q=educaci%C3%B3n+superior,https://media.spreadthesign.com/video/mp4/5/127814.mp4,educación superior,nombre,pedagogia
/es.es/word/8475/ensenanza-individualizada/0/?q=ense%C3%B1anza+individualizada,https://media.spreadthesign.com/video/mp4/5/330878.mp4,enseñanza individualizada,nombre,pedagogia
/es.es/word/8472/maestro-de-educacion-fisica/0/?q=maestro+de+educaci%C3%B3n+f%C3%ADsica,https://media.spreadthesign.com/video/mp4/5/130230.mp4,maestro de educación física,nombre,pedagogia
/es.es/word/8477/desarrollo-individual/0/?q=desarrollo+individual,https://media.spreadthesign.com/video/mp4/5/330713.mp4,desarrollo individual,nombre,pedagogia
/es.es/word/8474/individualizar/0/?q=individualizar,https://media.spreadthesign.com/video/mp4/5/154076.mp4,individualizar,verbo,pedagogia
/es.es/word/8478/plan-de-transicion-individual/0/?q=plan+de+transici%C3%B3n+individual,https://media.spreadthesign.com/video/mp4/5/151754.mp4,plan de transición individual,nombre,pedagogia
/es.es/word/8440/atemorizar/0/?q=atemorizar,https://media.spreadthesign.com/video/mp4/5/149077.mp4,atemorizar,verbo,pedagogia
/es.es/word/8448/desorden-neuropsiquiatrico/0/?q=desorden+neuropsiqui%C3%A1trico,https://media.spreadthesign.com/video/mp4/5/124850.mp4,desorden neuropsiquiátrico,nombre,pedagogia
/es.es/word/8445/examen-oral/0/?q=examen+oral,https://media.spreadthesign.com/video/mp4/5/130232.mp4,examen oral,nombre,pedagogia
/es.es/word/8447/examenes-de-nivel-educativo/0/?q=examenes+de+nivel+educativo,https://media.spreadthesign.com/video/mp4/5/330724.mp4,examenes de nivel educativo,nombre,pedagogia
/es.es/word/8449/division-de-grupos-por-habilidades/0/?q=divisi%C3%B3n+de+grupos+por+habilidades,https://media.spreadthesign.com/video/mp4/5/127803.mp4,división de grupos por habilidades,nombre,pedagogia
/es.es/word/8443/ensenanza-en-lengua-materna/0/?q=ense%C3%B1anza+en+lengua+materna,https://media.spreadthesign.com/video/mp4/5/330835.mp4,enseñanza en lengua materna,nombre,pedagogia
/es.es/word/8419/regimen-especial-para-los-alumnos-con-discapacidades-fisicas/0/?q=r%C3%A9gimen+especial+para+los+alumnos+con+discapacidades+f%C3%ADsicas,https://media.spreadthesign.com/video/mp4/5/155530.mp4,régimen especial para los alumnos con discapacidades físicas,nombre,pedagogia
/es.es/word/8488/evaluacion/0/?q=evaluaci%C3%B3n,https://media.spreadthesign.com/video/mp4/5/127818.mp4,evaluación,nombre,pedagogia
/es.es/word/8485/educacion-basica/0/?q=educaci%C3%B3n+b%C3%A1sica,https://media.spreadthesign.com/video/mp4/5/127809.mp4,educación básica,nombre,pedagogia
/es.es/word/8487/evaluador/0/?q=evaluador,https://media.spreadthesign.com/video/mp4/5/127820.mp4,evaluador,nombre,pedagogia
/es.es/word/8484/competencia-basica/0/?q=competencia+b%C3%A1sica,https://media.spreadthesign.com/video/mp4/5/330647.mp4,competencia básica,nombre,pedagogia
/es.es/word/8489/necesidades-educativas-especiales/0/?q=necesidades+educativas+especiales,https://media.spreadthesign.com/video/mp4/5/130223.mp4,necesidades educativas especiales,nombre,pedagogia
/es.es/word/8486/curso-de-introduccion-a-los-estudios-universitarios/0/?q=curso+de+introducci%C3%B3n+a+los+estudios+universitarios,https://media.spreadthesign.com/video/mp4/5/151755.mp4,curso de introducción a los estudios universitarios,nombre,pedagogia
/es.es/word/8457/escolarizacion-obligatoria/0/?q=escolarizaci%C3%B3n+obligatoria,https://media.spreadthesign.com/video/mp4/5/127812.mp4,escolarización obligatoria,nombre,pedagogia
/es.es/word/8453/curso-para-principiantes/0/?q=curso+para+principiantes,https://media.spreadthesign.com/video/mp4/5/124647.mp4,curso para principiantes,nombre,pedagogia
/es.es/word/8425/ensenanza-cooperativa/0/?q=ense%C3%B1anza+cooperativa,https://media.spreadthesign.com/video/mp4/5/151740.mp4,enseñanza cooperativa,nombre,pedagogia
/es.es/word/8422/asesoramiento/0/?q=asesoramiento,https://media.spreadthesign.com/video/mp4/5/124795.mp4,asesoramiento,nombre,pedagogia
/es.es/word/8490/adaptado-a-necesidades-especificas/0/?q=adaptado+a+necesidades+espec%C3%ADficas,https://media.spreadthesign.com/video/mp4/5/128021.mp4,adaptado a necesidades específicas,adjetivo,pedagogia
/es.es/word/8498/persona-que-toma-las-decisiones/0/?q=persona+que+toma+las+decisiones,https://media.spreadthesign.com/video/mp4/5/183262.mp4,persona que toma las decisiones,nombre,pedagogia
/es.es/word/8499/problemas-de-conducta/0/?q=problemas+de+conducta,https://media.spreadthesign.com/video/mp4/5/130235.mp4,problemas de conducta,nombre,pedagogia
/es.es/word/8493/posible-candidato/0/?q=posible+candidato+,https://media.spreadthesign.com/video/mp4/5/151115.mp4,posible candidato ,nombre,pedagogia
/es.es/word/8462/asociacion-de-padres-y-profesores/0/?q=asociacion+de+padres+y+profesores,https://media.spreadthesign.com/video/mp4/5/124806.mp4,asociacion de padres y profesores,nombre,pedagogia
/es.es/word/8467/responsabilidad-principal/0/?q=responsabilidad+principal,https://media.spreadthesign.com/video/mp4/5/156082.mp4,responsabilidad principal,nombre,pedagogia
/es.es/word/8469/estudios-de-educacion-superior/0/?q=estudios+de+educaci%C3%B3n+superior,https://media.spreadthesign.com/video/mp4/5/330916.mp4,estudios de educación superior,nombre,pedagogia
/es.es/word/8461/programa-de-accion/0/?q=programa+de+acci%C3%B3n,https://media.spreadthesign.com/video/mp4/5/192881.mp4,programa de acción,nombre,pedagogia
/es.es/word/8438/tiempo-minimo-de-formacion/0/?q=tiempo+m%C3%ADnimo+de+formaci%C3%B3n,https://media.spreadthesign.com/video/mp4/5/127854.mp4,tiempo mínimo de formación,nombre,pedagogia
/es.es/word/8430/tipo-de-escuela/0/?q=tipo+de+escuela,https://media.spreadthesign.com/video/mp4/5/179578.mp4,tipo de escuela,nombre,pedagogia
/es.es/word/8432/periodo-de-adaptacion-en-educacion-infantil/0/?q=periodo+de+adaptaci%C3%B3n+en+educaci%C3%B3n+infantil,https://media.spreadthesign.com/video/mp4/5/151750.mp4,periodo de adaptación en educación infantil,nombre,pedagogia
/es.es/word/8434/metodologia-de-ensenanza/0/?q=metodolog%C3%ADa+de+ense%C3%B1anza,https://media.spreadthesign.com/video/mp4/5/154217.mp4,metodología de enseñanza,nombre,pedagogia
/es.es/word/8433/nota-final/0/?q=nota+final,https://media.spreadthesign.com/video/mp4/5/154377.mp4,nota final,nombre,pedagogia
/es.es/word/8155/entendimiento/0/?q=entendimiento,https://media.spreadthesign.com/video/mp4/5/153135.mp4,entendimiento,nombre,pedagogia
/es.es/word/8121/conferencia/0/?q=conferencia,https://media.spreadthesign.com/video/mp4/5/164396.mp4,conferencia,nombre,pedagogia
/es.es/word/8882/facultad-universitaria/0/?q=facultad+universitaria,https://media.spreadthesign.com/video/mp4/5/175820.mp4,facultad universitaria,nombre,pedagogia
/es.es/word/8500/calificacion/0/?q=calificaci%C3%B3n,https://media.spreadthesign.com/video/mp4/5/672548.mp4,calificación,nombre,pedagogia
/es.es/word/8504/sistema-de-evaluacion/0/?q=sistema+de+evaluaci%C3%B3n,https://media.spreadthesign.com/video/mp4/5/127847.mp4,sistema de evaluación,nombre,pedagogia
