href,video,gloss,category
/fr.fr/word/8944/firme/0/?q=firme,https://media.spreadthesign.com/video/mp4/10/186129.mp4,firme,lenguaje
/fr.fr/word/8986/olvidar/0/?q=olvidar,https://media.spreadthesign.com/video/mp4/10/284102.mp4,olvidar,lenguaje
/fr.fr/word/8982/pardillo/0/?q=pardillo,https://media.spreadthesign.com/video/mp4/10/158347.mp4,pardillo,lenguaje
/fr.fr/word/8920/mentirijilla/0/?q=mentirijilla,https://media.spreadthesign.com/video/mp4/10/255373.mp4,mentirijilla,lenguaje
/fr.fr/word/892/entero/0/?q=entero,https://media.spreadthesign.com/video/mp4/10/8958.mp4,entero,lenguaje
/fr.fr/word/8998/fraccion/0/?q=fracci%C3%B3n,https://media.spreadthesign.com/video/mp4/10/186198.mp4,fracción,lenguaje
/fr.fr/word/8992/afortunado/0/?q=afortunado,https://media.spreadthesign.com/video/mp4/10/186189.mp4,afortunado,lenguaje
/fr.fr/word/8999/fragil/0/?q=fr%C3%A1gil,https://media.spreadthesign.com/video/mp4/10/186199.mp4,frágil,lenguaje
/fr.fr/word/8934/obscenidad/0/?q=obscenidad,https://media.spreadthesign.com/video/mp4/10/186092.mp4,obscenidad,lenguaje
/fr.fr/word/8660/falta-de-habilidad/0/?q=falta+de+habilidad,https://media.spreadthesign.com/video/mp4/10/284978.mp4,falta de habilidad,lenguaje
/fr.fr/word/8662/extension/0/?q=extensi%C3%B3n,https://media.spreadthesign.com/video/mp4/10/282757.mp4,extensión,lenguaje
/fr.fr/word/8613/conocimiento-previo/0/?q=conocimiento+previo,https://media.spreadthesign.com/video/mp4/10/187881.mp4,conocimiento previo,lenguaje
/fr.fr/word/8698/interprete-de-lengua-de-signos/0/?q=int%C3%A9rprete+de+lengua+de+signos,https://media.spreadthesign.com/video/mp4/10/188652.mp4,intérprete de lengua de signos,lenguaje
/fr.fr/word/8695/dificultad-en-el-habla/0/?q=dificultad+en+el+habla,https://media.spreadthesign.com/video/mp4/10/282128.mp4,dificultad en el habla,lenguaje
/fr.fr/word/8697/curso-de-lengua-de-signos-para-padres/0/?q=curso+de+lengua+de+signos+para+padres,https://media.spreadthesign.com/video/mp4/10/266580.mp4,curso de lengua de signos para padres,lenguaje
/fr.fr/word/8696/interpretacion-de-signado-a-oral/0/?q=interpretaci%C3%B3n+de+signado+a+oral,https://media.spreadthesign.com/video/mp4/10/266593.mp4,interpretación de signado a oral,lenguaje
/fr.fr/word/8636/comparativa/0/?q=comparativa,https://media.spreadthesign.com/video/mp4/10/173924.mp4,comparativa,lenguaje
/fr.fr/word/8304/darse-el-lote/0/?q=darse+el+lote,https://media.spreadthesign.com/video/mp4/10/266025.mp4,darse el lote,lenguaje
/fr.fr/word/8301/echar-un-ojo-a-alguien/0/?q=Echar+un+ojo+a+alguien,https://media.spreadthesign.com/video/mp4/10/285098.mp4,Echar un ojo a alguien,lenguaje
/fr.fr/word/8374/llave/0/?q=llave,https://media.spreadthesign.com/video/mp4/10/158717.mp4,llave,lenguaje
/fr.fr/word/8373/solo-por-si-acaso/0/?q=s%C3%B3lo+por+si+acaso,https://media.spreadthesign.com/video/mp4/10/156410.mp4,sólo por si acaso,lenguaje
/fr.fr/word/8340/exigir/0/?q=exigir,https://media.spreadthesign.com/video/mp4/10/173741.mp4,exigir,lenguaje
/fr.fr/word/8349/corregir/0/?q=corregir,https://media.spreadthesign.com/video/mp4/10/281885.mp4,corregir,lenguaje
/fr.fr/word/8342/capricho/0/?q=capricho,https://media.spreadthesign.com/video/mp4/10/158498.mp4,capricho,lenguaje
/fr.fr/word/8310/ocurrir/0/?q=ocurrir,https://media.spreadthesign.com/video/mp4/10/256912.mp4,ocurrir,lenguaje
/fr.fr/word/8386/nadie/0/?q=nadie,https://media.spreadthesign.com/video/mp4/10/266046.mp4,nadie,lenguaje
/fr.fr/word/8352/denunciar/0/?q=denunciar,https://media.spreadthesign.com/video/mp4/10/180501.mp4,denunciar,lenguaje
/fr.fr/word/8325/adaptar/0/?q=adaptar,https://media.spreadthesign.com/video/mp4/10/155970.mp4,adaptar,lenguaje
/fr.fr/word/8322/abstenerse/0/?q=abstenerse,https://media.spreadthesign.com/video/mp4/10/169047.mp4,abstenerse,lenguaje
/fr.fr/word/8327/afectar/0/?q=afectar,https://media.spreadthesign.com/video/mp4/10/155983.mp4,afectar,lenguaje
/fr.fr/word/8324/aclamar/0/?q=aclamar,https://media.spreadthesign.com/video/mp4/10/158288.mp4,aclamar,lenguaje
/fr.fr/word/8323/aceptar/0/?q=aceptar,https://media.spreadthesign.com/video/mp4/10/158286.mp4,aceptar,lenguaje
/fr.fr/word/8398/dicho/0/?q=dicho,https://media.spreadthesign.com/video/mp4/10/188521.mp4,dicho,lenguaje
/fr.fr/word/8395/provisional/0/?q=provisional,https://media.spreadthesign.com/video/mp4/10/187944.mp4,provisional,lenguaje
/fr.fr/word/839/desmenuzar/0/?q=desmenuzar,https://media.spreadthesign.com/video/mp4/10/8416.mp4,desmenuzar,lenguaje
/fr.fr/word/8360/expresar/0/?q=expresar,https://media.spreadthesign.com/video/mp4/10/255338.mp4,expresar,lenguaje
/fr.fr/word/8368/homenaje/0/?q=homenaje,https://media.spreadthesign.com/video/mp4/10/186575.mp4,homenaje,lenguaje
/fr.fr/word/8369/ideal/0/?q=ideal,https://media.spreadthesign.com/video/mp4/10/256990.mp4,ideal,lenguaje
/fr.fr/word/8334/autentico/0/?q=aut%C3%A9ntico,https://media.spreadthesign.com/video/mp4/10/156461.mp4,auténtico,lenguaje
/fr.fr/word/8337/teta/0/?q=teta,https://media.spreadthesign.com/video/mp4/10/171968.mp4,teta,lenguaje
/fr.fr/word/509/plan/0/?q=plan,https://media.spreadthesign.com/video/mp4/10/5026.mp4,plan,lenguaje
/fr.fr/word/506/irse/0/?q=irse,https://media.spreadthesign.com/video/mp4/10/4997.mp4,irse,lenguaje
/fr.fr/word/5774/guino/0/?q=gui%C3%B1o,https://media.spreadthesign.com/video/mp4/10/158721.mp4,guiño,lenguaje
/fr.fr/word/5747/mojado/0/?q=mojado,https://media.spreadthesign.com/video/mp4/10/189200.mp4,mojado,lenguaje
/fr.fr/word/571/libre/0/?q=libre,https://media.spreadthesign.com/video/mp4/10/5654.mp4,libre,lenguaje
/fr.fr/word/5714/nosotros-as/0/?q=nosotros%2Fas,https://media.spreadthesign.com/video/mp4/10/266901.mp4,nosotros/as,lenguaje
/fr.fr/word/5713/camino/0/?q=camino,https://media.spreadthesign.com/video/mp4/10/158592.mp4,camino,lenguaje
/fr.fr/word/5784/peor/0/?q=peor,https://media.spreadthesign.com/video/mp4/10/189239.mp4,peor,lenguaje
/fr.fr/word/5780/retirar/0/?q=retirar,https://media.spreadthesign.com/video/mp4/10/189232.mp4,retirar,lenguaje
/fr.fr/word/5786/peor/0/?q=peor,https://media.spreadthesign.com/video/mp4/10/266930.mp4,peor,lenguaje
/fr.fr/word/5750/gimoteo/0/?q=gimoteo,https://media.spreadthesign.com/video/mp4/10/189204.mp4,gimoteo,lenguaje
/fr.fr/word/5757/entero/0/?q=entero,https://media.spreadthesign.com/video/mp4/10/189208.mp4,entero,lenguaje
/fr.fr/word/5751/azotar/0/?q=azotar,https://media.spreadthesign.com/video/mp4/10/189206.mp4,azotar,lenguaje
/fr.fr/word/5758/que/0/?q=que,https://media.spreadthesign.com/video/mp4/10/189209.mp4,que,lenguaje
/fr.fr/word/5752/girar-rapido/0/?q=girar+r%C3%A1pido,https://media.spreadthesign.com/video/mp4/10/283985.mp4,girar rápido,lenguaje
/fr.fr/word/575/coger/0/?q=coger,https://media.spreadthesign.com/video/mp4/10/5687.mp4,coger,lenguaje
/fr.fr/word/5759/de-quien/0/?q=de+qui%C3%A9n,https://media.spreadthesign.com/video/mp4/10/189211.mp4,de quién,lenguaje
/fr.fr/word/5756/susurro/0/?q=susurro,https://media.spreadthesign.com/video/mp4/10/158621.mp4,susurro,lenguaje
/fr.fr/word/572/regresar/0/?q=regresar,https://media.spreadthesign.com/video/mp4/10/5664.mp4,regresar,lenguaje
/fr.fr/word/5790/envolver/0/?q=envolver,https://media.spreadthesign.com/video/mp4/10/189248.mp4,envolver,lenguaje
/fr.fr/word/5792/chatarra/0/?q=chatarra,https://media.spreadthesign.com/video/mp4/10/189256.mp4,chatarra,lenguaje
/fr.fr/word/579/preguntar/0/?q=preguntar,https://media.spreadthesign.com/video/mp4/10/5727.mp4,preguntar,lenguaje
/fr.fr/word/5764/salvaje/0/?q=salvaje,https://media.spreadthesign.com/video/mp4/10/189219.mp4,salvaje,lenguaje
/fr.fr/word/5763/serpentear/0/?q=serpentear,https://media.spreadthesign.com/video/mp4/10/189215.mp4,serpentear,lenguaje
/fr.fr/word/540/sonreir/0/?q=sonre%C3%ADr,https://media.spreadthesign.com/video/mp4/10/5331.mp4,sonreír,lenguaje
/fr.fr/word/542/estar-de-acuerdo/0/?q=estar+de+acuerdo,https://media.spreadthesign.com/video/mp4/10/5358.mp4,estar de acuerdo,lenguaje
/fr.fr/word/544/mal/0/?q=mal,https://media.spreadthesign.com/video/mp4/10/5376.mp4,mal,lenguaje
/fr.fr/word/541/probar/0/?q=probar,https://media.spreadthesign.com/video/mp4/10/5343.mp4,probar,lenguaje
/fr.fr/word/543/dormir/0/?q=dormir,https://media.spreadthesign.com/video/mp4/10/5371.mp4,dormir,lenguaje
/fr.fr/word/514/escuchar/0/?q=escuchar,https://media.spreadthesign.com/video/mp4/10/5073.mp4,escuchar,lenguaje
/fr.fr/word/515/necesitar/0/?q=necesitar,https://media.spreadthesign.com/video/mp4/10/5087.mp4,necesitar,lenguaje
/fr.fr/word/513/enviar/0/?q=enviar,https://media.spreadthesign.com/video/mp4/10/5069.mp4,enviar,lenguaje
/fr.fr/word/5803/escurrir/0/?q=escurrir,https://media.spreadthesign.com/video/mp4/10/284056.mp4,escurrir,lenguaje
/fr.fr/word/5878/hacia-arriba/0/?q=hacia+arriba,https://media.spreadthesign.com/video/mp4/10/283742.mp4,hacia arriba,lenguaje
/fr.fr/word/587/perder/0/?q=perder,https://media.spreadthesign.com/video/mp4/10/5806.mp4,perder,lenguaje
/fr.fr/word/5874/unir/0/?q=unir,https://media.spreadthesign.com/video/mp4/10/267093.mp4,unir,lenguaje
/fr.fr/word/5879/encima-de/0/?q=encima+de,https://media.spreadthesign.com/video/mp4/10/189128.mp4,encima de,lenguaje
/fr.fr/word/5843/visible/0/?q=visible,https://media.spreadthesign.com/video/mp4/10/283818.mp4,visible,lenguaje
/fr.fr/word/5814/variar/0/?q=variar,https://media.spreadthesign.com/video/mp4/10/283780.mp4,variar,lenguaje
/fr.fr/word/5813/desaparecer/0/?q=desaparecer,https://media.spreadthesign.com/video/mp4/10/189150.mp4,desaparecer,lenguaje
/fr.fr/word/588/quedarse/0/?q=quedarse,https://media.spreadthesign.com/video/mp4/10/5822.mp4,quedarse,lenguaje
/fr.fr/word/585/cambiar/0/?q=cambiar,https://media.spreadthesign.com/video/mp4/10/5787.mp4,cambiar,lenguaje
/fr.fr/word/5828/vibrar/0/?q=vibrar,https://media.spreadthesign.com/video/mp4/10/266875.mp4,vibrar,lenguaje
/fr.fr/word/5895/alarido/0/?q=alarido,https://media.spreadthesign.com/video/mp4/10/189276.mp4,alarido,lenguaje
/fr.fr/word/5899/alla/0/?q=all%C3%A1,https://media.spreadthesign.com/video/mp4/10/284070.mp4,allá,lenguaje
/fr.fr/word/5893/bostezar/0/?q=bostezar,https://media.spreadthesign.com/video/mp4/10/158319.mp4,bostezar,lenguaje
/fr.fr/word/586/cancelar/0/?q=cancelar,https://media.spreadthesign.com/video/mp4/10/5804.mp4,cancelar,lenguaje
/fr.fr/word/5868/debajo-de/0/?q=debajo+de,https://media.spreadthesign.com/video/mp4/10/189110.mp4,debajo de,lenguaje
/fr.fr/word/5867/abajo-de/0/?q=abajo+de,https://media.spreadthesign.com/video/mp4/10/283700.mp4,abajo de,lenguaje
/fr.fr/word/5834/vista/0/?q=vista,https://media.spreadthesign.com/video/mp4/10/283807.mp4,vista,lenguaje
/fr.fr/word/5572/a-prueba-de-fuego/0/?q=a+prueba+de+fuego,https://media.spreadthesign.com/video/mp4/10/186125.mp4,a prueba de fuego,lenguaje
/fr.fr/word/5576/abrasion/0/?q=abrasi%C3%B3n,https://media.spreadthesign.com/video/mp4/10/158283.mp4,abrasión,lenguaje
/fr.fr/word/551/tambien/0/?q=tambi%C3%A9n,https://media.spreadthesign.com/video/mp4/10/5450.mp4,también,lenguaje
/fr.fr/word/5589/friccion/0/?q=fricci%C3%B3n,https://media.spreadthesign.com/video/mp4/10/186248.mp4,fricción,lenguaje
/fr.fr/word/5524/prestigio/0/?q=prestigio,https://media.spreadthesign.com/video/mp4/10/187864.mp4,prestigio,lenguaje
/fr.fr/word/5599/velocidad/0/?q=velocidad,https://media.spreadthesign.com/video/mp4/10/266686.mp4,velocidad,lenguaje
/fr.fr/word/5569/proceso-de-creacion/0/?q=proceso+de+creaci%C3%B3n,https://media.spreadthesign.com/video/mp4/10/187045.mp4,proceso de creación,lenguaje
/fr.fr/word/5539/sistemas-de-control/0/?q=sistemas+de+control,https://media.spreadthesign.com/video/mp4/10/265983.mp4,sistemas de control,lenguaje
/fr.fr/word/520/verdad/0/?q=verdad,https://media.spreadthesign.com/video/mp4/10/5139.mp4,verdad,lenguaje
/fr.fr/word/524/venir/0/?q=venir,https://media.spreadthesign.com/video/mp4/10/5179.mp4,venir,lenguaje
/fr.fr/word/528/provocar/0/?q=provocar,https://media.spreadthesign.com/video/mp4/10/5211.mp4,provocar,lenguaje
/fr.fr/word/525/llevar/0/?q=llevar,https://media.spreadthesign.com/video/mp4/10/5181.mp4,llevar,lenguaje
/fr.fr/word/529/escribir/0/?q=escribir,https://media.spreadthesign.com/video/mp4/10/5222.mp4,escribir,lenguaje
/fr.fr/word/526/por-que/0/?q=por+qu%C3%A9,https://media.spreadthesign.com/video/mp4/10/5195.mp4,por qué,lenguaje
/fr.fr/word/5980/vociferar/0/?q=vociferar,https://media.spreadthesign.com/video/mp4/10/169391.mp4,vociferar,lenguaje
/fr.fr/word/598/plano/0/?q=plano,https://media.spreadthesign.com/video/mp4/10/5918.mp4,plano,lenguaje
/fr.fr/word/591/agujero/0/?q=agujero,https://media.spreadthesign.com/video/mp4/10/5845.mp4,agujero,lenguaje
/fr.fr/word/5998/llegar-a-ser/0/?q=llegar+a+ser,https://media.spreadthesign.com/video/mp4/10/171882.mp4,llegar a ser,lenguaje
/fr.fr/word/5997/castor/0/?q=castor,https://media.spreadthesign.com/video/mp4/10/158519.mp4,castor,lenguaje
/fr.fr/word/5938/equilibrado/0/?q=equilibrado,https://media.spreadthesign.com/video/mp4/10/259814.mp4,equilibrado,lenguaje
/fr.fr/word/5939/malabarismo/0/?q=malabarismo,https://media.spreadthesign.com/video/mp4/10/158306.mp4,malabarismo,lenguaje
/fr.fr/word/5932/chapa/0/?q=chapa,https://media.spreadthesign.com/video/mp4/10/281553.mp4,chapa,lenguaje
/fr.fr/word/5685/sala-de-espera/0/?q=sala+de+espera,https://media.spreadthesign.com/video/mp4/10/189140.mp4,sala de espera,lenguaje
/fr.fr/word/5686/despertar/0/?q=despertar,https://media.spreadthesign.com/video/mp4/10/189141.mp4,despertar,lenguaje
/fr.fr/word/5683/gemir/0/?q=gemir,https://media.spreadthesign.com/video/mp4/10/189139.mp4,gemir,lenguaje
/fr.fr/word/5691/vagar/0/?q=vagar,https://media.spreadthesign.com/video/mp4/10/189149.mp4,vagar,lenguaje
/fr.fr/word/537/decidir/0/?q=decidir,https://media.spreadthesign.com/video/mp4/10/5300.mp4,decidir,lenguaje
/fr.fr/word/534/solucionar/0/?q=solucionar,https://media.spreadthesign.com/video/mp4/10/5276.mp4,solucionar,lenguaje
/fr.fr/word/539/promesa/0/?q=promesa,https://media.spreadthesign.com/video/mp4/10/5330.mp4,promesa,lenguaje
/fr.fr/word/5366/fusionar/0/?q=fusionar,https://media.spreadthesign.com/video/mp4/10/187081.mp4,fusionar,lenguaje
/fr.fr/word/2005/descansar/0/?q=descansar,https://media.spreadthesign.com/video/mp4/10/19923.mp4,descansar,lenguaje
/fr.fr/word/2002/refresco/0/?q=refresco,https://media.spreadthesign.com/video/mp4/10/19895.mp4,refresco,lenguaje
/fr.fr/word/20071/manipular/0/?q=manipular,https://media.spreadthesign.com/video/mp4/10/265911.mp4,manipular,lenguaje
/fr.fr/word/2004/rescate/0/?q=rescate,https://media.spreadthesign.com/video/mp4/10/19917.mp4,rescate,lenguaje
/fr.fr/word/20095/cabeza-hueca/0/?q=cabeza+hueca,https://media.spreadthesign.com/video/mp4/10/259775.mp4,cabeza hueca,lenguaje
/fr.fr/word/2006/resultado/0/?q=resultado,https://media.spreadthesign.com/video/mp4/10/19936.mp4,resultado,lenguaje
/fr.fr/word/20401/volicion/0/?q=volici%C3%B3n,https://media.spreadthesign.com/video/mp4/10/283839.mp4,volición,lenguaje
/fr.fr/word/20426/festivo/0/?q=festivo,https://media.spreadthesign.com/video/mp4/10/282796.mp4,festivo,lenguaje
/fr.fr/word/20471/limite/0/?q=l%C3%ADmite,https://media.spreadthesign.com/video/mp4/10/285158.mp4,límite,lenguaje
/fr.fr/word/20442/indefinido/0/?q=indefinido,https://media.spreadthesign.com/video/mp4/10/284990.mp4,indefinido,lenguaje
/fr.fr/word/20175/autopromocion/0/?q=autopromoci%C3%B3n,https://media.spreadthesign.com/video/mp4/10/281944.mp4,autopromoción,lenguaje
/fr.fr/word/20172/autogestion/0/?q=autogesti%C3%B3n,https://media.spreadthesign.com/video/mp4/10/281939.mp4,autogestión,lenguaje
/fr.fr/word/20168/autoengano/0/?q=autoenga%C3%B1o,https://media.spreadthesign.com/video/mp4/10/281930.mp4,autoengaño,lenguaje
/fr.fr/word/20166/surtido/0/?q=surtido,https://media.spreadthesign.com/video/mp4/10/281923.mp4,surtido,lenguaje
/fr.fr/word/20136/respuesta/0/?q=respuesta,https://media.spreadthesign.com/video/mp4/10/266433.mp4,respuesta,lenguaje
/fr.fr/word/208/hermetico/0/?q=herm%C3%A9tico,https://media.spreadthesign.com/video/mp4/10/2047.mp4,hermético,lenguaje
/fr.fr/word/20559/abrazarse/0/?q=abrazarse,https://media.spreadthesign.com/video/mp4/10/282299.mp4,abrazarse,lenguaje
/fr.fr/word/20527/demanda/0/?q=demanda,https://media.spreadthesign.com/video/mp4/10/259786.mp4,demanda,lenguaje
/fr.fr/word/2020/mostrar/0/?q=mostrar,https://media.spreadthesign.com/video/mp4/10/20077.mp4,mostrar,lenguaje
/fr.fr/word/20277/autonomo/0/?q=aut%C3%B3nomo,https://media.spreadthesign.com/video/mp4/10/266955.mp4,autónomo,lenguaje
/fr.fr/word/2027/etapa-de-desarrollo/0/?q=etapa+de+desarrollo,https://media.spreadthesign.com/video/mp4/10/20142.mp4,etapa de desarrollo,lenguaje
/fr.fr/word/20244/tolerancia/0/?q=tolerancia,https://media.spreadthesign.com/video/mp4/10/283588.mp4,tolerancia,lenguaje
/fr.fr/word/20241/achispado/0/?q=achispado,https://media.spreadthesign.com/video/mp4/10/283583.mp4,achispado,lenguaje
/fr.fr/word/2024/tobogan/0/?q=tobog%C3%A1n,https://media.spreadthesign.com/video/mp4/10/20115.mp4,tobogán,lenguaje
/fr.fr/word/20218/estresante/0/?q=estresante,https://media.spreadthesign.com/video/mp4/10/266724.mp4,estresante,lenguaje
/fr.fr/word/20220/sometimiento/0/?q=sometimiento,https://media.spreadthesign.com/video/mp4/10/267079.mp4,sometimiento,lenguaje
/fr.fr/word/20222/tener-exito/0/?q=tener+%C3%A9xito,https://media.spreadthesign.com/video/mp4/10/266737.mp4,tener éxito,lenguaje
/fr.fr/word/20227/tabu/0/?q=tab%C3%BA,https://media.spreadthesign.com/video/mp4/10/266757.mp4,tabú,lenguaje
/fr.fr/word/20238/pensamiento/0/?q=pensamiento,https://media.spreadthesign.com/video/mp4/10/266801.mp4,pensamiento,lenguaje
/fr.fr/word/2092/conexion/0/?q=conexi%C3%B3n,https://media.spreadthesign.com/video/mp4/10/20737.mp4,conexión,lenguaje
/fr.fr/word/2099/cortar-la-corriente/0/?q=cortar+la+corriente,https://media.spreadthesign.com/video/mp4/10/20790.mp4,cortar la corriente,lenguaje
/fr.fr/word/2093/contacto/0/?q=contacto,https://media.spreadthesign.com/video/mp4/10/20740.mp4,contacto,lenguaje
/fr.fr/word/20352/problema-de-credibilidad/0/?q=problema+de+credibilidad,https://media.spreadthesign.com/video/mp4/10/281911.mp4,problema de credibilidad,lenguaje
/fr.fr/word/2035/cuidar/0/?q=cuidar,https://media.spreadthesign.com/video/mp4/10/20219.mp4,cuidar,lenguaje
/fr.fr/word/20346/conformidad/0/?q=conformidad,https://media.spreadthesign.com/video/mp4/10/285364.mp4,conformidad,lenguaje
/fr.fr/word/2708/parte-de-atras/0/?q=parte+de+atr%C3%A1s,https://media.spreadthesign.com/video/mp4/10/25883.mp4,parte de atrás,lenguaje
/fr.fr/word/2722/servicio/0/?q=servicio,https://media.spreadthesign.com/video/mp4/10/26000.mp4,servicio,lenguaje
/fr.fr/word/2768/descargar/0/?q=descargar,https://media.spreadthesign.com/video/mp4/10/41617.mp4,descargar,lenguaje
/fr.fr/word/2763/giro/0/?q=giro,https://media.spreadthesign.com/video/mp4/10/26333.mp4,giro,lenguaje
/fr.fr/word/2733/arrancar/0/?q=arrancar,https://media.spreadthesign.com/video/mp4/10/26093.mp4,arrancar,lenguaje
/fr.fr/word/2444/progresion/0/?q=progresi%C3%B3n,https://media.spreadthesign.com/video/mp4/10/42575.mp4,progresión,lenguaje
/fr.fr/word/2480/estatico/0/?q=est%C3%A1tico,https://media.spreadthesign.com/video/mp4/10/42595.mp4,estático,lenguaje
/fr.fr/word/2458/enrollar/0/?q=enrollar,https://media.spreadthesign.com/video/mp4/10/42583.mp4,enrollar,lenguaje
/fr.fr/word/2450/regresion/0/?q=regresi%C3%B3n,https://media.spreadthesign.com/video/mp4/10/42585.mp4,regresión,lenguaje
/fr.fr/word/245/refugio/0/?q=refugio,https://media.spreadthesign.com/video/mp4/10/2405.mp4,refugio,lenguaje
/fr.fr/word/2429/patron/0/?q=patr%C3%B3n,https://media.spreadthesign.com/video/mp4/10/23641.mp4,patrón,lenguaje
/fr.fr/word/2469/secuencia/0/?q=secuencia,https://media.spreadthesign.com/video/mp4/10/42599.mp4,secuencia,lenguaje
/fr.fr/word/2105/directa/0/?q=directa,https://media.spreadthesign.com/video/mp4/10/20843.mp4,directa,lenguaje
/fr.fr/word/2145/arreglar/0/?q=arreglar,https://media.spreadthesign.com/video/mp4/10/21189.mp4,arreglar,lenguaje
/fr.fr/word/214/ayudar/0/?q=ayudar,https://media.spreadthesign.com/video/mp4/10/2100.mp4,ayudar,lenguaje
/fr.fr/word/2143/fallo/0/?q=fallo,https://media.spreadthesign.com/video/mp4/10/21180.mp4,fallo,lenguaje
/fr.fr/word/215/metodo/0/?q=m%C3%A9todo,https://media.spreadthesign.com/video/mp4/10/2117.mp4,método,lenguaje
/fr.fr/word/2194/movimiento/0/?q=movimiento,https://media.spreadthesign.com/video/mp4/10/21569.mp4,movimiento,lenguaje
/fr.fr/word/2195/mover/0/?q=mover,https://media.spreadthesign.com/video/mp4/10/21580.mp4,mover,lenguaje
/fr.fr/word/2874/crisis/0/?q=crisis,https://media.spreadthesign.com/video/mp4/10/27228.mp4,crisis,lenguaje
/fr.fr/word/2872/correccion/0/?q=correcci%C3%B3n,https://media.spreadthesign.com/video/mp4/10/27215.mp4,corrección,lenguaje
/fr.fr/word/2841/caso/0/?q=caso,https://media.spreadthesign.com/video/mp4/10/26970.mp4,caso,lenguaje
/fr.fr/word/2810/liso/0/?q=liso,https://media.spreadthesign.com/video/mp4/10/26709.mp4,liso,lenguaje
/fr.fr/word/2828/capacidad/0/?q=capacidad,https://media.spreadthesign.com/video/mp4/10/26857.mp4,capacidad,lenguaje
/fr.fr/word/2825/prestar-atencion/0/?q=prestar+atenci%C3%B3n,https://media.spreadthesign.com/video/mp4/10/26831.mp4,prestar atención,lenguaje
/fr.fr/word/2822/cuidar-de/0/?q=cuidar+de,https://media.spreadthesign.com/video/mp4/10/26805.mp4,cuidar de,lenguaje
/fr.fr/word/2897/efectivo/0/?q=efectivo,https://media.spreadthesign.com/video/mp4/10/27409.mp4,efectivo,lenguaje
/fr.fr/word/2893/discusion/0/?q=discusi%C3%B3n,https://media.spreadthesign.com/video/mp4/10/27371.mp4,discusión,lenguaje
/fr.fr/word/2864/confrontacion/0/?q=confrontaci%C3%B3n,https://media.spreadthesign.com/video/mp4/10/27155.mp4,confrontación,lenguaje
/fr.fr/word/2863/conformismo/0/?q=conformismo,https://media.spreadthesign.com/video/mp4/10/27146.mp4,conformismo,lenguaje
/fr.fr/word/2830/adaptacion/0/?q=adaptaci%C3%B3n,https://media.spreadthesign.com/video/mp4/10/26869.mp4,adaptación,lenguaje
/fr.fr/word/2500/borroso/0/?q=borroso,https://media.spreadthesign.com/video/mp4/10/24289.mp4,borroso,lenguaje
/fr.fr/word/2571/contenedor/0/?q=contenedor,https://media.spreadthesign.com/video/mp4/10/24837.mp4,contenedor,lenguaje
/fr.fr/word/2512/accidente/0/?q=accidente,https://media.spreadthesign.com/video/mp4/10/24388.mp4,accidente,lenguaje
/fr.fr/word/2513/ajustar/0/?q=ajustar,https://media.spreadthesign.com/video/mp4/10/41594.mp4,ajustar,lenguaje
/fr.fr/word/2526/montar/0/?q=montar,https://media.spreadthesign.com/video/mp4/10/24499.mp4,montar,lenguaje
/fr.fr/word/256/frotar/0/?q=frotar,https://media.spreadthesign.com/video/mp4/10/2523.mp4,frotar,lenguaje
/fr.fr/word/2203/apagado/0/?q=apagado,https://media.spreadthesign.com/video/mp4/10/21640.mp4,apagado,lenguaje
/fr.fr/word/2277/aviso/0/?q=aviso,https://media.spreadthesign.com/video/mp4/10/22223.mp4,aviso,lenguaje
/fr.fr/word/2288/encima/0/?q=encima,https://media.spreadthesign.com/video/mp4/10/22306.mp4,encima,lenguaje
/fr.fr/word/2901/empoderamiento/0/?q=empoderamiento,https://media.spreadthesign.com/video/mp4/10/185836.mp4,empoderamiento,lenguaje
/fr.fr/word/2905/evaluacion/0/?q=evaluaci%C3%B3n,https://media.spreadthesign.com/video/mp4/10/27474.mp4,evaluación,lenguaje
/fr.fr/word/2980/exotico/0/?q=ex%C3%B3tico,https://media.spreadthesign.com/video/mp4/10/28071.mp4,exótico,lenguaje
/fr.fr/word/2981/inusual/0/?q=inusual,https://media.spreadthesign.com/video/mp4/10/28079.mp4,inusual,lenguaje
/fr.fr/word/2983/extra/0/?q=extra,https://media.spreadthesign.com/video/mp4/10/28092.mp4,extra,lenguaje
/fr.fr/word/2970/escala/0/?q=escala,https://media.spreadthesign.com/video/mp4/10/27996.mp4,escala,lenguaje
/fr.fr/word/2974/lujo/0/?q=lujo,https://media.spreadthesign.com/video/mp4/10/28025.mp4,lujo,lenguaje
/fr.fr/word/2914/habito/0/?q=h%C3%A1bito,https://media.spreadthesign.com/video/mp4/10/27555.mp4,hábito,lenguaje
/fr.fr/word/2912/funcion/0/?q=funci%C3%B3n,https://media.spreadthesign.com/video/mp4/10/27541.mp4,función,lenguaje
/fr.fr/word/2996/por-tren/0/?q=por+tren,https://media.spreadthesign.com/video/mp4/10/28191.mp4,por tren,lenguaje
/fr.fr/word/2930/influencia/0/?q=influencia,https://media.spreadthesign.com/video/mp4/10/27692.mp4,influencia,lenguaje
/fr.fr/word/2938/malos-tratos/0/?q=malos+tratos,https://media.spreadthesign.com/video/mp4/10/27754.mp4,malos tratos,lenguaje
/fr.fr/word/2671/lubricacion/0/?q=lubricaci%C3%B3n,https://media.spreadthesign.com/video/mp4/10/41635.mp4,lubricación,lenguaje
